Sex,AgeGroup,Color1,Color2,Color3,Flower1,Flower2,Flower3
Feminin,18 - 30,Rosu,Verde,Albastru,Chrysanthemum,Lily,Iris
Feminin,18 - 30,Rosu,Gri,Maro,Carnation,Daisy,Sunflower
Masculin,Under 18,Albastru,Rosu,Maro,Rose,Tulip,Cactus
Feminin,18 - 30,Gri,Albastru,Rosu,Cactus,Chrysanthemum,Iris
Masculin,18 - 30,Rosu,Albastru,Gri,Sunflower,Tulip,Rose
Masculin,18 - 30,Maro,Verde,Rosu,Daisy,Carnation,Iris
Feminin,Under 18,Maro,Gri,Verde,Cactus,Orchid,Sunflower
Masculin,18 - 30,Verde,Maro,Rosu,Sunflower,Rose,Orchid
Feminin,Under 18,Verde,Rosu,Albastru,Sunflower,Chrysanthemum,Cactus
Feminin,18 - 30,Gri,Rosu,Albastru,Rose,Cactus,Daisy
Masculin,Under 18,Albastru,Verde,Rosu,Orchid,Daisy,Chrysanthemum
Masculin,Under 18,Verde,Albastru,Maro,Carnation,Tulip,Iris
Feminin,Under 18,Maro,Rosu,Albastru,Chrysanthemum,Lily,Cactus
Masculin,Under 18,Albastru,Gri,Maro,Carnation,Iris,Daisy
Feminin,18 - 30,Albastru,Gri,Verde,Daisy,Orchid,Sunflower
Feminin,18 - 30,Maro,Verde,Albastru,Daisy,Sunflower,Iris
Masculin,Under 18,Albastru,Rosu,Maro,Cactus,Chrysanthemum,Carnation
Masculin,18 - 30,Maro,Verde,Gri,Carnation,Iris,Tulip
Masculin,Under 18,Gri,Verde,Albastru,Daisy,Chrysanthemum,Carnation
Masculin,Under 18,Verde,Gri,Maro,Chrysanthemum,Carnation,Iris
Feminin,Under 18,Maro,Gri,Albastru,Daisy,Lily,Carnation
Masculin,Under 18,Albastru,Rosu,Gri,Orchid,Iris,Tulip
Feminin,18 - 30,Maro,Gri,Albastru,Sunflower,Carnation,Cactus
Masculin,Under 18,Maro,Verde,Gri,Tulip,Sunflower,Lily
Masculin,Under 18,Rosu,Gri,Albastru,Iris,Tulip,Chrysanthemum
Feminin,Under 18,Albastru,Verde,Maro,Sunflower,Chrysanthemum,Lily
Feminin,18 - 30,Rosu,Gri,Verde,Rose,Sunflower,Orchid
Feminin,Under 18,Gri,Maro,Rosu,Orchid,Sunflower,Cactus
Masculin,Under 18,Verde,Albastru,Maro,Orchid,Iris,Cactus
Feminin,Under 18,Maro,Verde,Rosu,Carnation,Iris,Rose
Feminin,18 - 30,Gri,Maro,Verde,Chrysanthemum,Tulip,Sunflower
Masculin,18 - 30,Rosu,Maro,Albastru,Sunflower,Rose,Carnation
Feminin,Under 18,Verde,Maro,Albastru,Rose,Orchid,Sunflower
Feminin,Under 18,Albastru,Gri,Rosu,Daisy,Tulip,Sunflower
Masculin,18 - 30,Albastru,Verde,Maro,Tulip,Sunflower,Rose
Feminin,Under 18,Rosu,Gri,Verde,Rose,Lily,Sunflower
Masculin,18 - 30,Rosu,Verde,Albastru,Lily,Rose,Tulip
Masculin,Under 18,Maro,Verde,Albastru,Rose,Sunflower,Lily
Masculin,18 - 30,Verde,Rosu,Maro,Rose,Iris,Lily
Masculin,18 - 30,Albastru,Rosu,Verde,Tulip,Cactus,Chrysanthemum
Feminin,Under 18,Maro,Gri,Verde,Orchid,Iris,Daisy
Masculin,Under 18,Gri,Verde,Maro,Daisy,Sunflower,Rose
Feminin,Under 18,Verde,Gri,Maro,Lily,Orchid,Carnation
Feminin,Under 18,Gri,Albastru,Verde,Orchid,Chrysanthemum,Daisy
Feminin,Under 18,Albastru,Maro,Gri,Orchid,Rose,Tulip
Masculin,18 - 30,Verde,Maro,Albastru,Carnation,Lily,Iris
Masculin,Under 18,Maro,Albastru,Gri,Carnation,Orchid,Tulip
Masculin,18 - 30,Verde,Gri,Maro,Iris,Rose,Orchid
Masculin,Under 18,Maro,Verde,Gri,Tulip,Orchid,Chrysanthemum
Feminin,Under 18,Albastru,Rosu,Gri,Sunflower,Tulip,Iris
Masculin,18 - 30,Maro,Albastru,Verde,Rose,Carnation,Orchid
Masculin,Under 18,Maro,Albastru,Gri,Chrysanthemum,Daisy,Carnation
Feminin,Under 18,Maro,Rosu,Albastru,Sunflower,Cactus,Chrysanthemum
Feminin,Under 18,Rosu,Verde,Maro,Cactus,Rose,Sunflower
Masculin,Under 18,Verde,Gri,Rosu,Lily,Rose,Tulip
Masculin,18 - 30,Maro,Albastru,Gri,Orchid,Lily,Carnation
Masculin,18 - 30,Rosu,Gri,Albastru,Lily,Sunflower,Chrysanthemum
Feminin,Under 18,Gri,Maro,Verde,Lily,Cactus,Chrysanthemum
Feminin,Under 18,Verde,Albastru,Rosu,Carnation,Iris,Orchid
Feminin,18 - 30,Rosu,Albastru,Gri,Rose,Lily,Carnation
Feminin,18 - 30,Albastru,Maro,Rosu,Sunflower,Tulip,Daisy
Masculin,Under 18,Albastru,Rosu,Maro,Orchid,Carnation,Rose
Feminin,Under 18,Maro,Rosu,Verde,Chrysanthemum,Iris,Orchid
Masculin,18 - 30,Maro,Gri,Verde,Sunflower,Cactus,Chrysanthemum
Feminin,Under 18,Albastru,Rosu,Gri,Cactus,Tulip,Carnation
Feminin,Under 18,Maro,Albastru,Verde,Orchid,Sunflower,Carnation
Feminin,18 - 30,Rosu,Verde,Maro,Rose,Iris,Tulip
Masculin,Under 18,Albastru,Gri,Verde,Iris,Sunflower,Cactus
Feminin,Under 18,Maro,Verde,Albastru,Daisy,Sunflower,Tulip
Masculin,Under 18,Gri,Rosu,Albastru,Cactus,Orchid,Sunflower
Masculin,Under 18,Rosu,Verde,Albastru,Rose,Carnation,Sunflower
Masculin,Under 18,Verde,Maro,Rosu,Daisy,Rose,Sunflower
Masculin,Under 18,Albastru,Gri,Verde,Orchid,Rose,Sunflower
Masculin,Under 18,Verde,Gri,Maro,Sunflower,Iris,Daisy
Feminin,Under 18,Rosu,Albastru,Gri,Cactus,Lily,Chrysanthemum
Feminin,18 - 30,Rosu,Verde,Gri,Daisy,Lily,Rose
Feminin,Under 18,Maro,Gri,Albastru,Chrysanthemum,Tulip,Orchid
Masculin,18 - 30,Verde,Gri,Maro,Chrysanthemum,Orchid,Daisy
Masculin,Under 18,Gri,Maro,Verde,Sunflower,Orchid,Tulip
Feminin,Under 18,Rosu,Verde,Gri,Sunflower,Lily,Iris
Feminin,18 - 30,Maro,Verde,Albastru,Daisy,Tulip,Lily
Feminin,18 - 30,Verde,Albastru,Gri,Rose,Carnation,Cactus
Masculin,Under 18,Rosu,Maro,Gri,Rose,Lily,Sunflower
Masculin,18 - 30,Gri,Maro,Verde,Lily,Sunflower,Tulip
Feminin,Under 18,Gri,Albastru,Verde,Daisy,Lily,Sunflower
Feminin,18 - 30,Albastru,Rosu,Verde,Lily,Daisy,Carnation
Feminin,Under 18,Rosu,Gri,Verde,Carnation,Tulip,Daisy
Masculin,Under 18,Maro,Albastru,Rosu,Orchid,Carnation,Rose
Masculin,18 - 30,Verde,Gri,Rosu,Carnation,Orchid,Cactus
Masculin,18 - 30,Gri,Verde,Albastru,Orchid,Cactus,Carnation
Feminin,Under 18,Maro,Gri,Rosu,Sunflower,Orchid,Cactus
Masculin,Under 18,Albastru,Verde,Maro,Iris,Orchid,Carnation
Feminin,18 - 30,Maro,Albastru,Verde,Daisy,Sunflower,Iris
Feminin,18 - 30,Albastru,Maro,Verde,Iris,Chrysanthemum,Orchid
Feminin,Under 18,Albastru,Verde,Rosu,Tulip,Carnation,Lily
Masculin,18 - 30,Rosu,Verde,Gri,Tulip,Chrysanthemum,Orchid
Masculin,Under 18,Rosu,Verde,Albastru,Lily,Carnation,Chrysanthemum
Feminin,18 - 30,Gri,Verde,Albastru,Lily,Orchid,Daisy
Feminin,18 - 30,Maro,Gri,Verde,Iris,Rose,Tulip
Feminin,Under 18,Albastru,Rosu,Verde,Lily,Daisy,Iris
Masculin,Under 18,Albastru,Rosu,Verde,Lily,Daisy,Sunflower
Feminin,18 - 30,Gri,Rosu,Albastru,Cactus,Tulip,Rose
Masculin,18 - 30,Rosu,Albastru,Gri,Tulip,Iris,Sunflower
Masculin,18 - 30,Albastru,Gri,Rosu,Chrysanthemum,Sunflower,Cactus
Masculin,Under 18,Gri,Rosu,Verde,Orchid,Tulip,Cactus
Masculin,18 - 30,Rosu,Gri,Maro,Cactus,Rose,Carnation
Masculin,18 - 30,Albastru,Verde,Maro,Iris,Orchid,Rose
Feminin,Under 18,Verde,Rosu,Gri,Cactus,Tulip,Orchid
Masculin,Under 18,Albastru,Gri,Maro,Rose,Iris,Cactus
Feminin,18 - 30,Albastru,Maro,Gri,Orchid,Chrysanthemum,Tulip
Masculin,18 - 30,Albastru,Maro,Gri,Sunflower,Rose,Iris
Masculin,18 - 30,Gri,Verde,Maro,Cactus,Carnation,Orchid
Feminin,18 - 30,Verde,Rosu,Maro,Tulip,Daisy,Rose
Feminin,Under 18,Rosu,Verde,Gri,Carnation,Cactus,Daisy
Feminin,18 - 30,Albastru,Maro,Verde,Rose,Orchid,Chrysanthemum
Feminin,Under 18,Gri,Verde,Maro,Carnation,Iris,Lily
Masculin,18 - 30,Maro,Verde,Albastru,Lily,Carnation,Chrysanthemum
Feminin,Under 18,Verde,Rosu,Albastru,Iris,Daisy,Chrysanthemum
Masculin,Under 18,Gri,Rosu,Maro,Sunflower,Daisy,Carnation
Masculin,Under 18,Verde,Albastru,Gri,Iris,Sunflower,Lily
Masculin,18 - 30,Verde,Gri,Albastru,Daisy,Cactus,Sunflower
Feminin,Under 18,Gri,Verde,Rosu,Tulip,Orchid,Iris
Feminin,18 - 30,Verde,Maro,Rosu,Rose,Orchid,Lily
Feminin,18 - 30,Albastru,Verde,Rosu,Cactus,Iris,Rose
Masculin,18 - 30,Maro,Gri,Verde,Orchid,Rose,Daisy
Feminin,Under 18,Albastru,Rosu,Maro,Tulip,Sunflower,Rose
Masculin,18 - 30,Gri,Albastru,Maro,Tulip,Rose,Orchid
Masculin,18 - 30,Maro,Gri,Verde,Rose,Sunflower,Iris
Masculin,Under 18,Rosu,Albastru,Verde,Lily,Cactus,Daisy
Masculin,Under 18,Albastru,Gri,Rosu,Orchid,Iris,Lily
Feminin,18 - 30,Verde,Rosu,Maro,Lily,Iris,Rose
Masculin,18 - 30,Verde,Gri,Albastru,Lily,Iris,Orchid
Masculin,Under 18,Verde,Maro,Gri,Carnation,Sunflower,Orchid
Masculin,Under 18,Gri,Maro,Verde,Iris,Daisy,Cactus
Feminin,Under 18,Maro,Verde,Rosu,Sunflower,Orchid,Lily
Masculin,Under 18,Albastru,Rosu,Maro,Chrysanthemum,Lily,Sunflower
Feminin,Under 18,Albastru,Gri,Verde,Daisy,Sunflower,Chrysanthemum
Feminin,18 - 30,Maro,Gri,Albastru,Tulip,Carnation,Sunflower
Masculin,Under 18,Gri,Verde,Albastru,Rose,Cactus,Orchid
Masculin,Under 18,Rosu,Albastru,Gri,Daisy,Lily,Cactus
Feminin,Under 18,Maro,Albastru,Rosu,Tulip,Rose,Cactus
Feminin,18 - 30,Rosu,Maro,Albastru,Orchid,Chrysanthemum,Carnation
Masculin,18 - 30,Gri,Maro,Verde,Chrysanthemum,Rose,Carnation
Feminin,Under 18,Maro,Gri,Albastru,Orchid,Cactus,Tulip
Masculin,18 - 30,Maro,Verde,Albastru,Orchid,Tulip,Daisy
Masculin,18 - 30,Verde,Maro,Rosu,Iris,Rose,Cactus
Feminin,18 - 30,Rosu,Albastru,Verde,Carnation,Orchid,Sunflower
Feminin,Under 18,Gri,Maro,Albastru,Daisy,Carnation,Chrysanthemum
Masculin,Under 18,Albastru,Rosu,Gri,Tulip,Lily,Rose
Feminin,18 - 30,Maro,Albastru,Rosu,Sunflower,Chrysanthemum,Tulip
Feminin,18 - 30,Rosu,Maro,Albastru,Carnation,Chrysanthemum,Cactus
Masculin,18 - 30,Albastru,Rosu,Maro,Chrysanthemum,Rose,Cactus
Feminin,18 - 30,Rosu,Albastru,Verde,Carnation,Lily,Cactus
Masculin,Under 18,Verde,Albastru,Maro,Daisy,Rose,Carnation
Masculin,Under 18,Rosu,Verde,Maro,Tulip,Rose,Orchid
Feminin,Under 18,Albastru,Maro,Verde,Rose,Chrysanthemum,Iris
Masculin,18 - 30,Albastru,Verde,Gri,Sunflower,Lily,Iris
Masculin,Under 18,Albastru,Maro,Gri,Daisy,Tulip,Sunflower
Masculin,Under 18,Maro,Gri,Verde,Chrysanthemum,Iris,Carnation
Masculin,Under 18,Gri,Verde,Rosu,Cactus,Chrysanthemum,Sunflower
Feminin,Under 18,Albastru,Gri,Maro,Chrysanthemum,Daisy,Lily
Masculin,18 - 30,Rosu,Maro,Verde,Cactus,Lily,Daisy
Feminin,Under 18,Gri,Rosu,Maro,Orchid,Chrysanthemum,Sunflower
Masculin,Under 18,Verde,Albastru,Rosu,Cactus,Orchid,Carnation
Masculin,18 - 30,Rosu,Albastru,Maro,Sunflower,Iris,Tulip
Feminin,18 - 30,Albastru,Rosu,Gri,Sunflower,Daisy,Tulip
Masculin,Under 18,Verde,Albastru,Maro,Chrysanthemum,Daisy,Sunflower
Feminin,18 - 30,Verde,Maro,Gri,Lily,Carnation,Cactus
Masculin,Under 18,Maro,Verde,Rosu,Sunflower,Tulip,Cactus
Feminin,18 - 30,Maro,Verde,Gri,Lily,Chrysanthemum,Iris
Masculin,Under 18,Verde,Maro,Rosu,Iris,Carnation,Daisy
Feminin,18 - 30,Rosu,Albastru,Gri,Lily,Sunflower,Rose
Feminin,Under 18,Albastru,Rosu,Gri,Lily,Cactus,Sunflower
Feminin,18 - 30,Maro,Gri,Verde,Chrysanthemum,Daisy,Sunflower
Feminin,18 - 30,Rosu,Verde,Gri,Orchid,Sunflower,Cactus
Feminin,Under 18,Verde,Albastru,Rosu,Sunflower,Carnation,Lily
Masculin,Under 18,Rosu,Maro,Verde,Carnation,Chrysanthemum,Lily
Feminin,Under 18,Maro,Verde,Gri,Daisy,Lily,Cactus
Feminin,Under 18,Rosu,Verde,Gri,Orchid,Sunflower,Carnation
Masculin,Under 18,Albastru,Gri,Verde,Rose,Carnation,Daisy
Feminin,Under 18,Gri,Albastru,Maro,Carnation,Chrysanthemum,Rose
Masculin,18 - 30,Verde,Gri,Rosu,Chrysanthemum,Sunflower,Daisy
Feminin,Under 18,Gri,Maro,Verde,Chrysanthemum,Lily,Tulip
Masculin,18 - 30,Rosu,Maro,Gri,Chrysanthemum,Daisy,Rose
Feminin,18 - 30,Maro,Gri,Rosu,Chrysanthemum,Cactus,Daisy
Masculin,Under 18,Verde,Rosu,Gri,Chrysanthemum,Carnation,Cactus
Feminin,18 - 30,Maro,Albastru,Verde,Rose,Carnation,Cactus
Masculin,18 - 30,Verde,Rosu,Maro,Lily,Carnation,Sunflower
Masculin,18 - 30,Rosu,Maro,Gri,Lily,Iris,Cactus
Masculin,18 - 30,Maro,Albastru,Gri,Carnation,Sunflower,Rose
Feminin,18 - 30,Verde,Rosu,Albastru,Cactus,Orchid,Daisy
Feminin,Under 18,Verde,Maro,Albastru,Daisy,Cactus,Lily
Feminin,Under 18,Albastru,Rosu,Gri,Iris,Sunflower,Lily
Feminin,Under 18,Albastru,Rosu,Maro,Sunflower,Carnation,Cactus
Feminin,Under 18,Verde,Maro,Rosu,Lily,Chrysanthemum,Iris
Feminin,18 - 30,Albastru,Gri,Rosu,Carnation,Lily,Sunflower
Feminin,Under 18,Albastru,Maro,Verde,Daisy,Orchid,Carnation
Feminin,18 - 30,Maro,Rosu,Gri,Tulip,Cactus,Chrysanthemum
Feminin,18 - 30,Gri,Albastru,Rosu,Lily,Orchid,Chrysanthemum
Masculin,18 - 30,Albastru,Gri,Maro,Daisy,Rose,Cactus
Feminin,18 - 30,Rosu,Albastru,Verde,Carnation,Lily,Daisy
Feminin,Under 18,Albastru,Maro,Verde,Daisy,Sunflower,Chrysanthemum
Masculin,Under 18,Verde,Maro,Rosu,Lily,Sunflower,Tulip
Masculin,Under 18,Albastru,Verde,Maro,Lily,Chrysanthemum,Carnation
Masculin,Under 18,Verde,Gri,Albastru,Rose,Carnation,Sunflower
Masculin,Under 18,Albastru,Verde,Maro,Orchid,Carnation,Tulip
Feminin,Under 18,Albastru,Gri,Verde,Tulip,Daisy,Cactus
Feminin,Under 18,Verde,Albastru,Maro,Sunflower,Carnation,Lily
Masculin,Under 18,Rosu,Verde,Maro,Rose,Daisy,Lily
Masculin,Under 18,Albastru,Rosu,Maro,Carnation,Chrysanthemum,Rose
Masculin,18 - 30,Albastru,Gri,Rosu,Lily,Tulip,Daisy
Masculin,Under 18,Gri,Maro,Verde,Iris,Chrysanthemum,Carnation
Feminin,Under 18,Albastru,Verde,Gri,Tulip,Daisy,Cactus
Masculin,Under 18,Maro,Rosu,Albastru,Rose,Carnation,Sunflower
Masculin,Under 18,Verde,Gri,Rosu,Daisy,Carnation,Cactus
Masculin,18 - 30,Gri,Maro,Rosu,Orchid,Carnation,Chrysanthemum
Masculin,18 - 30,Gri,Maro,Albastru,Rose,Lily,Iris
Masculin,Under 18,Verde,Gri,Maro,Orchid,Daisy,Lily
Masculin,Under 18,Rosu,Maro,Gri,Cactus,Lily,Carnation
Masculin,18 - 30,Albastru,Verde,Gri,Orchid,Iris,Rose
Feminin,18 - 30,Rosu,Gri,Verde,Iris,Orchid,Cactus
Feminin,18 - 30,Rosu,Albastru,Verde,Carnation,Daisy,Iris
Feminin,Under 18,Albastru,Maro,Gri,Iris,Orchid,Lily
Feminin,18 - 30,Maro,Albastru,Gri,Chrysanthemum,Daisy,Tulip
Feminin,Under 18,Maro,Verde,Albastru,Sunflower,Cactus,Chrysanthemum
Feminin,Under 18,Albastru,Rosu,Gri,Lily,Tulip,Iris
Feminin,Under 18,Gri,Verde,Maro,Chrysanthemum,Lily,Iris
Feminin,18 - 30,Rosu,Verde,Albastru,Cactus,Iris,Daisy
Feminin,Under 18,Maro,Verde,Gri,Lily,Rose,Chrysanthemum
Feminin,Under 18,Gri,Albastru,Maro,Orchid,Tulip,Rose
Masculin,Under 18,Rosu,Albastru,Gri,Chrysanthemum,Carnation,Cactus
Masculin,18 - 30,Gri,Rosu,Verde,Cactus,Rose,Daisy
Feminin,Under 18,Verde,Rosu,Gri,Chrysanthemum,Iris,Lily
Masculin,Under 18,Gri,Albastru,Maro,Daisy,Lily,Sunflower
Masculin,Under 18,Rosu,Verde,Albastru,Rose,Lily,Iris
Masculin,18 - 30,Albastru,Verde,Gri,Orchid,Iris,Cactus
Masculin,18 - 30,Albastru,Maro,Verde,Tulip,Chrysanthemum,Daisy
Feminin,18 - 30,Maro,Albastru,Verde,Tulip,Lily,Chrysanthemum
Masculin,Under 18,Verde,Albastru,Rosu,Tulip,Lily,Iris
Masculin,Under 18,Albastru,Rosu,Gri,Carnation,Cactus,Orchid
Masculin,18 - 30,Gri,Albastru,Verde,Rose,Tulip,Cactus
Feminin,Under 18,Verde,Rosu,Albastru,Cactus,Lily,Rose
Masculin,Under 18,Maro,Rosu,Verde,Tulip,Orchid,Iris
Masculin,Under 18,Verde,Gri,Albastru,Rose,Tulip,Sunflower
Masculin,Under 18,Verde,Rosu,Maro,Cactus,Carnation,Sunflower
Masculin,Under 18,Verde,Gri,Maro,Cactus,Carnation,Lily
Masculin,Under 18,Verde,Albastru,Gri,Orchid,Carnation,Tulip
Feminin,Under 18,Gri,Albastru,Maro,Sunflower,Orchid,Chrysanthemum
Feminin,Under 18,Verde,Gri,Rosu,Sunflower,Iris,Orchid
Masculin,18 - 30,Verde,Maro,Gri,Rose,Iris,Carnation
Feminin,Under 18,Albastru,Rosu,Verde,Daisy,Sunflower,Iris
Masculin,Under 18,Albastru,Verde,Rosu,Iris,Daisy,Rose
Masculin,18 - 30,Verde,Gri,Maro,Iris,Lily,Rose
Feminin,Under 18,Maro,Gri,Albastru,Carnation,Chrysanthemum,Rose
Feminin,Under 18,Verde,Maro,Albastru,Tulip,Carnation,Iris
Feminin,Under 18,Maro,Albastru,Gri,Iris,Tulip,Lily
Feminin,18 - 30,Albastru,Gri,Verde,Rose,Chrysanthemum,Carnation
Feminin,Under 18,Albastru,Gri,Rosu,Sunflower,Lily,Tulip
Masculin,Under 18,Verde,Maro,Albastru,Cactus,Iris,Daisy
Feminin,Under 18,Verde,Maro,Rosu,Carnation,Sunflower,Daisy
Feminin,18 - 30,Maro,Rosu,Gri,Cactus,Sunflower,Orchid
Feminin,18 - 30,Gri,Verde,Maro,Daisy,Lily,Sunflower
Masculin,18 - 30,Verde,Gri,Rosu,Lily,Sunflower,Cactus
Masculin,Under 18,Gri,Rosu,Maro,Lily,Tulip,Daisy
Masculin,Under 18,Maro,Verde,Albastru,Carnation,Chrysanthemum,Daisy
Feminin,Under 18,Albastru,Gri,Rosu,Sunflower,Chrysanthemum,Lily
Masculin,Under 18,Maro,Gri,Verde,Chrysanthemum,Lily,Orchid
Masculin,18 - 30,Albastru,Rosu,Maro,Cactus,Iris,Sunflower
Feminin,Under 18,Albastru,Gri,Verde,Cactus,Chrysanthemum,Orchid
Feminin,Under 18,Verde,Rosu,Maro,Cactus,Rose,Orchid
Masculin,18 - 30,Gri,Rosu,Albastru,Sunflower,Tulip,Chrysanthemum
Masculin,Under 18,Maro,Rosu,Gri,Sunflower,Tulip,Orchid
Masculin,Under 18,Gri,Maro,Verde,Rose,Orchid,Carnation
Masculin,18 - 30,Maro,Gri,Verde,Daisy,Sunflower,Rose
Feminin,18 - 30,Rosu,Gri,Maro,Carnation,Lily,Sunflower
Masculin,Under 18,Rosu,Verde,Maro,Iris,Sunflower,Carnation
Feminin,Under 18,Albastru,Verde,Maro,Orchid,Tulip,Rose
Feminin,18 - 30,Rosu,Maro,Gri,Carnation,Lily,Daisy
Masculin,18 - 30,Albastru,Rosu,Maro,Chrysanthemum,Carnation,Cactus
Masculin,Under 18,Maro,Rosu,Gri,Iris,Lily,Chrysanthemum
Masculin,Under 18,Gri,Albastru,Rosu,Iris,Chrysanthemum,Lily
Masculin,18 - 30,Maro,Albastru,Verde,Lily,Daisy,Orchid
Feminin,18 - 30,Albastru,Maro,Gri,Sunflower,Orchid,Iris
Masculin,Under 18,Rosu,Albastru,Gri,Carnation,Tulip,Orchid
Masculin,Under 18,Albastru,Rosu,Gri,Rose,Carnation,Sunflower
Feminin,18 - 30,Maro,Albastru,Rosu,Rose,Tulip,Iris
Feminin,Under 18,Rosu,Albastru,Maro,Lily,Orchid,Chrysanthemum
Masculin,Under 18,Albastru,Maro,Verde,Cactus,Lily,Rose
Feminin,Under 18,Verde,Gri,Albastru,Orchid,Lily,Cactus
Masculin,Under 18,Albastru,Gri,Verde,Sunflower,Tulip,Lily
Masculin,Under 18,Maro,Gri,Albastru,Rose,Daisy,Iris
Masculin,Under 18,Verde,Rosu,Maro,Daisy,Iris,Tulip
Feminin,Under 18,Gri,Maro,Verde,Tulip,Carnation,Rose
Masculin,Under 18,Rosu,Gri,Maro,Chrysanthemum,Cactus,Carnation
Masculin,18 - 30,Rosu,Gri,Verde,Chrysanthemum,Iris,Cactus
Masculin,18 - 30,Albastru,Rosu,Maro,Carnation,Lily,Orchid
Feminin,Under 18,Albastru,Maro,Rosu,Tulip,Chrysanthemum,Lily
Masculin,18 - 30,Rosu,Maro,Gri,Tulip,Chrysanthemum,Lily
Masculin,18 - 30,Maro,Rosu,Albastru,Carnation,Cactus,Iris
Feminin,18 - 30,Gri,Verde,Maro,Carnation,Tulip,Daisy
Feminin,18 - 30,Albastru,Gri,Verde,Lily,Iris,Carnation
Feminin,18 - 30,Rosu,Gri,Maro,Chrysanthemum,Orchid,Daisy
Masculin,18 - 30,Albastru,Rosu,Verde,Iris,Chrysanthemum,Sunflower
Masculin,18 - 30,Verde,Rosu,Albastru,Carnation,Rose,Cactus
Masculin,Under 18,Maro,Gri,Verde,Daisy,Iris,Chrysanthemum
Masculin,Under 18,Albastru,Rosu,Verde,Daisy,Carnation,Lily
Feminin,18 - 30,Maro,Rosu,Albastru,Chrysanthemum,Sunflower,Cactus
Feminin,18 - 30,Albastru,Rosu,Gri,Chrysanthemum,Orchid,Daisy
Feminin,Under 18,Albastru,Maro,Gri,Chrysanthemum,Tulip,Daisy
Masculin,18 - 30,Albastru,Gri,Maro,Orchid,Sunflower,Lily
Feminin,Under 18,Gri,Rosu,Maro,Tulip,Orchid,Rose
Feminin,Under 18,Albastru,Rosu,Gri,Iris,Cactus,Rose
Feminin,Under 18,Verde,Maro,Gri,Lily,Daisy,Cactus
Feminin,Under 18,Verde,Albastru,Maro,Sunflower,Lily,Chrysanthemum
Feminin,18 - 30,Rosu,Albastru,Verde,Sunflower,Carnation,Daisy
Masculin,Under 18,Albastru,Gri,Maro,Carnation,Rose,Daisy
Feminin,18 - 30,Gri,Verde,Maro,Cactus,Tulip,Carnation
Feminin,Under 18,Gri,Maro,Albastru,Lily,Cactus,Rose
Feminin,Under 18,Albastru,Gri,Maro,Lily,Iris,Orchid
Feminin,18 - 30,Verde,Rosu,Gri,Tulip,Sunflower,Carnation
Feminin,Under 18,Rosu,Gri,Maro,Orchid,Sunflower,Iris
Masculin,18 - 30,Rosu,Albastru,Gri,Tulip,Rose,Cactus
Feminin,Under 18,Gri,Maro,Albastru,Chrysanthemum,Tulip,Daisy
Masculin,18 - 30,Rosu,Verde,Albastru,Cactus,Carnation,Iris
Feminin,18 - 30,Rosu,Albastru,Maro,Lily,Rose,Chrysanthemum
Masculin,18 - 30,Verde,Rosu,Maro,Orchid,Lily,Carnation
Feminin,18 - 30,Gri,Verde,Maro,Iris,Tulip,Cactus
Feminin,18 - 30,Gri,Rosu,Verde,Carnation,Orchid,Sunflower
Masculin,Under 18,Verde,Albastru,Maro,Chrysanthemum,Cactus,Carnation
Feminin,Under 18,Gri,Maro,Verde,Iris,Lily,Daisy
Masculin,Under 18,Maro,Gri,Rosu,Iris,Daisy,Sunflower
Masculin,18 - 30,Gri,Maro,Rosu,Cactus,Rose,Orchid
Masculin,18 - 30,Albastru,Gri,Rosu,Orchid,Chrysanthemum,Iris
Feminin,Under 18,Albastru,Maro,Gri,Chrysanthemum,Sunflower,Iris
Feminin,18 - 30,Rosu,Maro,Verde,Daisy,Lily,Sunflower
Masculin,18 - 30,Gri,Maro,Verde,Chrysanthemum,Sunflower,Iris
Feminin,18 - 30,Maro,Gri,Rosu,Iris,Sunflower,Daisy
Masculin,Under 18,Gri,Maro,Albastru,Daisy,Carnation,Chrysanthemum
Masculin,Under 18,Verde,Maro,Gri,Iris,Chrysanthemum,Carnation
Masculin,18 - 30,Albastru,Verde,Rosu,Carnation,Orchid,Tulip
Feminin,18 - 30,Maro,Rosu,Gri,Rose,Tulip,Iris
Masculin,18 - 30,Verde,Maro,Gri,Iris,Sunflower,Orchid
Feminin,18 - 30,Gri,Maro,Albastru,Rose,Carnation,Tulip
Feminin,18 - 30,Albastru,Gri,Rosu,Lily,Orchid,Chrysanthemum
Masculin,18 - 30,Gri,Albastru,Rosu,Iris,Carnation,Chrysanthemum
Masculin,Under 18,Maro,Rosu,Albastru,Daisy,Cactus,Iris
Masculin,18 - 30,Gri,Maro,Rosu,Chrysanthemum,Carnation,Orchid
Masculin,Under 18,Rosu,Gri,Maro,Lily,Tulip,Orchid
Feminin,Under 18,Maro,Verde,Gri,Orchid,Lily,Chrysanthemum
Masculin,Under 18,Verde,Maro,Rosu,Cactus,Tulip,Rose
Feminin,18 - 30,Albastru,Rosu,Maro,Lily,Orchid,Cactus
Masculin,18 - 30,Albastru,Gri,Verde,Sunflower,Daisy,Lily
Feminin,18 - 30,Gri,Albastru,Maro,Cactus,Tulip,Chrysanthemum
Masculin,Under 18,Verde,Maro,Gri,Daisy,Orchid,Rose
Feminin,18 - 30,Gri,Verde,Rosu,Lily,Orchid,Iris
Feminin,18 - 30,Rosu,Maro,Albastru,Sunflower,Orchid,Carnation
